1.1 Tools and Libraries:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
LH_LOP_24,Cập nhật cài đặt lớp học,ClassroomServiceImplTest,updateClassroomSetting_Fail_ThrowsWhenRequestIsNull,Đảm bảo cập nhật cài đặt lớp học xử lý đúng trường hợp lỗi: fail_throws when request is null.,"CurrentUser id=4; ClassroomUpdateRequest: className=""New"", status=ACTIVE, classCodeStatus=DISABLED, schedules=[B2]; request=null",Ném NullPointerException đúng theo dữ liệu null trong test; không tiếp tục xử lý nghiệp vụ.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_25,Cập nhật trạng thái thành viên,ClassroomServiceImplTest,updateClassMemberStatus_Success,Đảm bảo cập nhật trạng thái thành viên hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CurrentUser id=4; memberId=9, ClassMemberStatusUpdateRequest=ACTIVE",ClassMember được cập nhật trạng thái ACTIVE và được lưu.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_26,Cập nhật trạng thái thành viên,ClassroomServiceImplTest,updateClassMemberStatus_Fail_ThrowsWhenClassMemberNotFound,Đảm bảo cập nhật trạng thái thành viên xử lý đúng trường hợp lỗi: fail_throws when class member not found.,"CurrentUser id=4; memberId=9, ClassMemberStatusUpdateRequest=ACTIVE; classMemberRepository.findById empty",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_27,Cập nhật trạng thái thành viên,ClassroomServiceImplTest,updateClassMemberStatus_Fail_ThrowsWhenCurrentUserIsNotTeacher,Đảm bảo cập nhật trạng thái thành viên xử lý đúng trường hợp lỗi: fail_throws when current user is not teacher.,"CurrentUser id=4; memberId=9, ClassMemberStatusUpdateRequest=ACTIVE; teacherId không khớp current user",Ném AppException do không có quyền truy cập/phân quyền không hợp lệ; không gọi repository xử lý chính.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_28,Cập nhật trạng thái thành viên,ClassroomServiceImplTest,updateClassMemberStatus_Fail_ThrowsWhenRequestIsNull,Đảm bảo cập nhật trạng thái thành viên xử lý đúng trường hợp lỗi: fail_throws when request is null.,"CurrentUser id=4; memberId=9, ClassMemberStatusUpdateRequest=ACTIVE; request=null",Ném NullPointerException đúng theo dữ liệu null trong test; không tiếp tục xử lý nghiệp vụ.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TK_01,Thống kê điểm trung bình theo ca thi,ClassroomStatisticsServiceImplTest,getAverageScoreComparison_computesAveragePerSession,Đảm bảo thống kê điểm trung bình theo ca thi hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"classroomId=3; SessionExam id=10; scores=[6.0, 8.0]",Tính điểm trung bình theo ca thi đúng: (6.0+8.0)/2=7.0.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_TK_02,Thống kê điểm trung bình theo ca thi,ClassroomStatisticsServiceImplTest,getAverageScoreComparison_throwsWhenClassroomMissing,Đảm bảo thống kê điểm trung bình theo ca thi xử lý đúng trường hợp lỗi: throws when classroom missing.,classroomId=99; classroomRepository.findById empty,Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TK_03,Thống kê xu hướng cải thiện,ClassroomStatisticsServiceImplTest,getImprovementTrend_buildsSessionTrendStatistics,Đảm bảo thống kê xu hướng cải thiện hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"classroomId=3; 2 completed session exams; scores session1=[5.0,7.0], session2=[8.0,9.0]",Trả trendData theo từng session; overallTrend=IMPROVING khi điểm trung bình tăng.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_TK_04,Thống kê xu hướng cải thiện,ClassroomStatisticsServiceImplTest,getImprovementTrend_throwsWhenActiveClassroomMissing,Đảm bảo thống kê xu hướng cải thiện xử lý đúng trường hợp lỗi: throws when active classroom missing.,classroomId=99; active classroom not found,Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TK_05,Thống kê xu hướng cải thiện,ClassroomStatisticsServiceImplTest,getImprovementTrend_returnsStableTrendWhenNoCompletedExams,Đảm bảo thống kê xu hướng cải thiện hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,classroomId=3; future session exam chưa hoàn thành; period/groupBy=null,"Trả trendData rỗng, overallTrend=STABLE, default period=ALL và groupBy=SESSION.",Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BL_01,Tạo bình luận,CommentServiceImplTest,createComment_Success_WhenUserIsActiveMember,Đảm bảo tạo bình luận hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentCreateRequest: content=""Hello class""/""Teacher comment""",CommentResponse được trả về; comment được lưu với content/userId/announcementId đúng và isDeleted=false.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BL_02,Tạo bình luận,CommentServiceImplTest,createComment_Success_WhenUserIsTeacher,Đảm bảo tạo bình luận hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=TEACHER; CommentCreateRequest: content=""Hello class""/""Teacher comment""",CommentResponse được trả về; comment được lưu với content/userId/announcementId đúng và isDeleted=false.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BL_03,Tạo bình luận,CommentServiceImplTest,createComment_Fail_ThrowsWhenAnnouncementMissing,Đảm bảo tạo bình luận xử lý đúng trường hợp lỗi: fail_throws when announcement missing.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentCreateRequest: content=""Hello class""/""Teacher comment""; announcementRepository.findById empty",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_04,Tạo bình luận,CommentServiceImplTest,createComment_Fail_ThrowsWhenUserIsNotClassMember,Đảm bảo tạo bình luận xử lý đúng trường hợp lỗi: fail_throws when user is not class member.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentCreateRequest: content=""Hello class""/""Teacher comment""; Không có quyền trong lớp",Ném AppException do không có quyền truy cập/phân quyền không hợp lệ; không gọi repository xử lý chính.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_05,Tạo bình luận,CommentServiceImplTest,createComment_Fail_ThrowsWhenMemberIsNotActive,Đảm bảo tạo bình luận xử lý đúng trường hợp lỗi: fail_throws when member is not active.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentCreateRequest: content=""Hello class""/""Teacher comment""; ClassMemberStatus=INACTIVE",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_06,Tạo bình luận,CommentServiceImplTest,createComment_Fail_ThrowsWhenAnnouncementDisablesComments,Đảm bảo tạo bình luận xử lý đúng trường hợp lỗi: fail_throws when announcement disables comments.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentCreateRequest: content=""Hello class""/""Teacher comment""; allowComments=false",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_07,Xem danh sách bình luận,CommentServiceImplTest,getCommentList_Success_ReturnsCommentsForActiveMember,Đảm bảo xem danh sách bình luận hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentListRequest: announcementId=10, paging page=1,size=10",Trả danh sách comment theo announcementId và paging; repository query được gọi.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BL_08,Xem danh sách bình luận,CommentServiceImplTest,getCommentList_Fail_ThrowsWhenAnnouncementMissing,Đảm bảo xem danh sách bình luận xử lý đúng trường hợp lỗi: fail_throws when announcement missing.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentListRequest: announcementId=10, paging page=1,size=10; announcementRepository.findById empty",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_09,Xem danh sách bình luận,CommentServiceImplTest,getCommentList_Fail_ThrowsWhenUserHasNoClassroomAccess,Đảm bảo xem danh sách bình luận xử lý đúng trường hợp lỗi: fail_throws when user has no classroom access.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentListRequest: announcementId=10, paging page=1,size=10; Không có quyền trong lớp",Ném AppException do không có quyền truy cập/phân quyền không hợp lệ; không gọi repository xử lý chính.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_10,Cập nhật bình luận,CommentServiceImplTest,updateComment_Success_UpdatesOwnComment,Đảm bảo cập nhật bình luận hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentUpdateRequest: commentId=5, content=""Updated""",Comment của chính người tạo được cập nhật content; response phản ánh nội dung mới.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BL_11,Cập nhật bình luận,CommentServiceImplTest,updateComment_Fail_ThrowsWhenCommentMissing,Đảm bảo cập nhật bình luận xử lý đúng trường hợp lỗi: fail_throws when comment missing.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentUpdateRequest: commentId=5, content=""Updated""",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_12,Cập nhật bình luận,CommentServiceImplTest,updateComment_Fail_ThrowsWhenOtherUserTriesToEdit,Đảm bảo cập nhật bình luận xử lý đúng trường hợp lỗi: fail_throws when other user tries to edit.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentUpdateRequest: commentId=5, content=""Updated""; comment.ownerId khác currentUser",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_13,Cập nhật bình luận,CommentServiceImplTest,updateComment_Fail_ThrowsWhenTeacherTriesToEditStudentComment,Đảm bảo cập nhật bình luận xử lý đúng trường hợp lỗi: fail_throws when teacher tries to edit student comment.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=TEACHER; CommentUpdateRequest: commentId=5, content=""Updated""",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_14,Xóa bình luận,CommentServiceImplTest,deleteComment_Success_SoftDeletesOwnComment,Đảm bảo xóa bình luận hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentDeleteRequest: commentId=6/9/99",Comment được soft delete; commentRepository.softDeleteById() được gọi.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BL_15,Xóa bình luận,CommentServiceImplTest,deleteComment_Success_TeacherDeletesStudentComment,Đảm bảo xóa bình luận hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=TEACHER; CommentDeleteRequest: commentId=6/9/99",Comment được soft delete; commentRepository.softDeleteById() được gọi.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BL_16,Xóa bình luận,CommentServiceImplTest,deleteComment_Success_AssistantDeletesStudentComment,Đảm bảo xóa bình luận hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=ASSISTANT; CommentDeleteRequest: commentId=6/9/99",Comment được soft delete; commentRepository.softDeleteById() được gọi.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BL_17,Xóa bình luận,CommentServiceImplTest,deleteComment_Fail_ThrowsWhenCommentMissing,Đảm bảo xóa bình luận xử lý đúng trường hợp lỗi: fail_throws when comment missing.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentDeleteRequest: commentId=6/9/99",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_18,Xóa bình luận,CommentServiceImplTest,deleteComment_Fail_ThrowsWhenCurrentUserCannotDeleteOthersComment,Đảm bảo xóa bình luận xử lý đúng trường hợp lỗi: fail_throws when current user cannot delete others comment.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=USER_ID/STUDENT; CommentDeleteRequest: commentId=6/9/99",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_19,Xóa bình luận,CommentServiceImplTest,deleteComment_Fail_ThrowsWhenAssistantDeletesTeacherComment,Đảm bảo xóa bình luận xử lý đúng trường hợp lỗi: fail_throws when assistant deletes teacher comment.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=TEACHER; CommentDeleteRequest: commentId=6/9/99",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BL_20,Xóa bình luận,CommentServiceImplTest,deleteComment_Fail_ThrowsWhenAssistantDeletesAssistantComment,Đảm bảo xóa bình luận xử lý đúng trường hợp lỗi: fail_throws when assistant deletes assistant comment.,"ANNOUNCEMENT_ID=10, CLASSROOM_ID=20; CurrentUser=ASSISTANT; CommentDeleteRequest: commentId=6/9/99",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TV_01,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_Success_TeacherInvitesStudents,Đảm bảo gửi lời mời tham gia lớp hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; CurrentUser=TEACHER_ID",Invitation PENDING được tạo đúng classroomId/userId/memberRole/invitedBy; notification gửi đến người được mời.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_TV_02,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_Success_AssistantInvitesStudent,Đảm bảo gửi lời mời tham gia lớp hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; CurrentUser=ASSISTANT_ID",Invitation PENDING được tạo đúng classroomId/userId/memberRole/invitedBy; notification gửi đến người được mời.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_TV_03,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_Fail_ThrowsWhenClassroomMissing,Đảm bảo gửi lời mời tham gia lớp xử lý đúng trường hợp lỗi: fail_throws when classroom missing.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; classroomRepository.findById empty",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TV_04,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_Fail_ThrowsWhenSenderIsNotTeacherOrAssistant,Đảm bảo gửi lời mời tham gia lớp xử lý đúng trường hợp lỗi: fail_throws when sender is not teacher or assistant.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; CurrentUser=TEACHER_ID; CurrentUser=ASSISTANT_ID; currentUser không phải teacher/assistant",Ném AppException do không có quyền truy cập/phân quyền không hợp lệ; không gọi repository xử lý chính.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TV_05,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_Fail_ThrowsWhenAssistantInvitesAssistant,Đảm bảo gửi lời mời tham gia lớp xử lý đúng trường hợp lỗi: fail_throws when assistant invites assistant.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; CurrentUser=ASSISTANT_ID; assistant mời assistant",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TV_06,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_Fail_ThrowsWhenTeacherUserInvitedAsStudent,Đảm bảo gửi lời mời tham gia lớp xử lý đúng trường hợp lỗi: fail_throws when teacher user invited as student.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; CurrentUser=TEACHER_ID; target role=TEACHER nhưng mời STUDENT",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TV_07,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_Fail_ThrowsWhenStudentUserInvitedAsAssistant,Đảm bảo gửi lời mời tham gia lớp xử lý đúng trường hợp lỗi: fail_throws when student user invited as assistant.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; CurrentUser=ASSISTANT_ID; target role=STUDENT nhưng mời ASSISTANT",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TV_08,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_SkipsMissingUser,"Đảm bảo gửi lời mời tham gia lớp bỏ qua đúng các đối tượng không đủ điều kiện, không tạo dữ liệu sai.","CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; userRepository.findById empty",Không tạo invitation/member/notification; danh sách saved vẫn rỗng hoặc không đổi theo rule skip.,Kết quả giống với mong đợi,Pass,Edge Case - dữ liệu bị bỏ qua đúng theo rule nghiệp vụ.
LH_TV_09,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_SkipsAlreadyActiveMember,"Đảm bảo gửi lời mời tham gia lớp bỏ qua đúng các đối tượng không đủ điều kiện, không tạo dữ liệu sai.","CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; memberStatus=ACTIVE đã tồn tại",Không tạo invitation/member/notification; danh sách saved vẫn rỗng hoặc không đổi theo rule skip.,Kết quả giống với mong đợi,Pass,Edge Case - dữ liệu bị bỏ qua đúng theo rule nghiệp vụ.
LH_TV_10,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_SkipsWhenPendingInvitationExists,"Đảm bảo gửi lời mời tham gia lớp bỏ qua đúng các đối tượng không đủ điều kiện, không tạo dữ liệu sai.","CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; invitationStatus=PENDING đã tồn tại",Không tạo invitation/member/notification; danh sách saved vẫn rỗng hoặc không đổi theo rule skip.,Kết quả giống với mong đợi,Pass,Edge Case - dữ liệu bị bỏ qua đúng theo rule nghiệp vụ.
LH_TV_11,Gửi lời mời tham gia lớp,InvitationServiceImplTest,sendBulkInvitation_SkipsWhenAcceptedInvitationExists,"Đảm bảo gửi lời mời tham gia lớp bỏ qua đúng các đối tượng không đủ điều kiện, không tạo dữ liệu sai.","CLASSROOM_ID=10, CLASS_CODE=ABC123; SendBulkInvitationRequest: userIds=[STUDENT_ID/20], memberRole=STUDENT/ASSISTANT; invitationStatus=ACCEPTED đã tồn tại",Không tạo invitation/member/notification; danh sách saved vẫn rỗng hoặc không đổi theo rule skip.,Kết quả giống với mong đợi,Pass,Edge Case - dữ liệu bị bỏ qua đúng theo rule nghiệp vụ.
LH_TV_12,Tham gia lớp bằng mã,InvitationServiceImplTest,joinClassroomByCode_Success_CreatesNewClassMemberAndNotifiesTeacherAndAssistants,Đảm bảo tham gia lớp bằng mã hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; JoinClassroomByCodeRequest: classCode=ABC123; CurrentUser=TEACHER_ID; CurrentUser=ASSISTANT_ID",ClassMember mới được tạo ACTIVE; notification gửi cho teacher và assistant trong lớp.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_TV_13,Tham gia lớp bằng mã,InvitationServiceImplTest,joinClassroomByCode_Success_ReactivatesInactiveMember,Đảm bảo tham gia lớp bằng mã hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; JoinClassroomByCodeRequest: classCode=ABC123; ClassMemberStatus=INACTIVE tồn tại","Member INACTIVE được chuyển ACTIVE, role=STUDENT, joinedAt được cập nhật và lưu.",Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_TV_14,Tham gia lớp bằng mã,InvitationServiceImplTest,joinClassroomByCode_Fail_ThrowsWhenClassCodeNotFound,Đảm bảo tham gia lớp bằng mã xử lý đúng trường hợp lỗi: fail_throws when class code not found.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; JoinClassroomByCodeRequest: classCode=ABC123; classroomRepository.findByClassCode empty",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TV_15,Tham gia lớp bằng mã,InvitationServiceImplTest,joinClassroomByCode_Fail_ThrowsWhenClassCodeDisabled,Đảm bảo tham gia lớp bằng mã xử lý đúng trường hợp lỗi: fail_throws when class code disabled.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; JoinClassroomByCodeRequest: classCode=ABC123; ClassCodeStatus=DISABLED",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TV_16,Tham gia lớp bằng mã,InvitationServiceImplTest,joinClassroomByCode_Fail_ThrowsWhenUserAlreadyActiveMember,Đảm bảo tham gia lớp bằng mã xử lý đúng trường hợp lỗi: fail_throws when user already active member.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; JoinClassroomByCodeRequest: classCode=ABC123; memberStatus=ACTIVE đã tồn tại",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_TV_17,Tham gia lớp bằng mã,InvitationServiceImplTest,joinClassroomByCode_Fail_ThrowsWhenPendingInvitationExists,Đảm bảo tham gia lớp bằng mã xử lý đúng trường hợp lỗi: fail_throws when pending invitation exists.,"CLASSROOM_ID=10, CLASS_CODE=ABC123; JoinClassroomByCodeRequest: classCode=ABC123; invitationStatus=PENDING đã tồn tại",Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
