1.1 Tools and Libraries:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
HT_CD_07,Đề xuất tạo chủ đề,TopicServiceImplTest,approvalRequestTopic_Success_IgnoresPendingDeletedTopicInSameSubject,Đảm bảo topic pending đã bị xóa không chặn tạo đề xuất mới.,pendingTopicIds=[20]; topicStore có Topic id=20 subjectId=10 nhưng isDeleted=true.,Tạo topic mới thành công; gọi approvalRequestService.createRequest().,Kết quả giống với mong đợi,Pass,Positive Test cho case bỏ qua pending topic đã xóa.
HT_CD_08,Đề xuất tạo chủ đề,TopicServiceImplTest,approvalRequestTopic_Success_AllowsPendingTopicInDifferentSubject,Đảm bảo pending request của môn học khác không chặn tạo đề xuất cho môn hiện tại.,"pendingTopicIds=[20]; topicStore có Topic id=20 subjectId=999, isDeleted=false; request subjectId=10.",Tạo topic mới thành công; gọi approvalRequestService.createRequest().,Kết quả giống với mong đợi,Pass,Positive Test cho rule pending khác subject.
HT_CD_09,Lưu danh sách chủ đề,TopicServiceImplTest,saveAllTopic_Success_CreatesNewTopics,Đảm bảo lưu nhiều topic mới thành công và trim topicName.,"Current user TEACHER; listTopic gồm {topicName='  Java Basic  '} và {topicName='Java OOP', prerequisiteTopicId=20}.","Trả về 2 Topic; topicName được trim; subjectId, createdBy, isActive=false, isDeleted=false đúng; dữ liệu đọc lại được từ mock repository.",Kết quả giống với mong đợi,Pass,Positive Test cho hàm lưu topic nội bộ.
HT_CD_10,Lưu danh sách chủ đề,TopicServiceImplTest,saveAllTopic_Success_UsesExistingTopicWhenTopicIdProvided,Đảm bảo khi topicId có sẵn thì service lấy topic hiện có thay vì tạo mới.,topicStore có Topic id=20 isDeleted=false; CreateTopicRequest có topicId=20.,Kết quả trả về chứa đúng existing Topic; mock repository vẫn đọc được topic id=20.,Kết quả giống với mong đợi,Pass,Positive Test cho case dùng topic đã tồn tại.
HT_CD_11,Lưu danh sách chủ đề,TopicServiceImplTest,saveAllTopic_Fail_ThrowsWhenTopicNameNull,Đảm bảo validate tên chủ đề không được null khi tạo mới.,"CreateTopicRequest {topicId=null, topicName=null}.",Ném AppException; topicRepository.saveAllAndFlush() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho topicName null.
HT_CD_12,Lưu danh sách chủ đề,TopicServiceImplTest,saveAllTopic_Fail_ThrowsWhenTopicNameBlank,Đảm bảo validate tên chủ đề không được để trống/khoảng trắng.,"CreateTopicRequest {topicId=null, topicName='   '}.",Ném AppException; topicRepository.saveAllAndFlush() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho topicName blank.
HT_CD_13,Lưu danh sách chủ đề,TopicServiceImplTest,saveAllTopic_Fail_ThrowsWhenExistingTopicMissing,Đảm bảo báo lỗi khi request tham chiếu topicId không tồn tại.,"CreateTopicRequest {topicId=999}; topicRepository.findByTopicIdAndIsDeleted(999,false)=Optional.empty().",Ném AppException; topicRepository.saveAllAndFlush() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho existing topic not found.
HT_CD_14,Cập nhật chủ đề,TopicServiceImplTest,updateTopic_Success_UpdatesTopicName,Đảm bảo Admin cập nhật tên chủ đề thành công.,"Current user ADMIN; topicStore có Topic id=20; UpdateTopicRequest {topicName='New Topic', prerequisiteTopicId=null}.",Topic trong mock DB được cập nhật topicName='New Topic'; topicRepository.save(existing) được gọi.,Kết quả giống với mong đợi,Pass,Positive Test cho cập nhật topicName.
HT_CD_15,Cập nhật chủ đề,TopicServiceImplTest,updateTopic_Success_UpdatesPrerequisiteTopic,Đảm bảo Admin cập nhật topic tiên quyết thành công.,"Current user ADMIN; topic id=20 và prerequisite id=30 đều tồn tại; request {topicName='Topic Updated', prerequisiteTopicId=30}.",Topic được cập nhật topicName và prerequisiteTopicId=30; save(existing) được gọi; mock DB phản ánh dữ liệu mới.,Kết quả giống với mong đợi,Pass,Positive Test cho cập nhật prerequisite.
HT_CD_16,Cập nhật chủ đề,TopicServiceImplTest,updateTopic_Success_DoesNotChangeNameWhenNameIsNull,Đảm bảo khi topicName=null thì tên cũ không bị thay đổi.,"Current user ADMIN; topicStore có Topic id=20 topicName='Old Topic'; request {topicName=null, prerequisiteTopicId=null}.",TopicName giữ nguyên 'Old Topic'; topicRepository.save(existing) được gọi.,Kết quả giống với mong đợi,Pass,Positive Test cho update partial/null field.
HT_CD_17,Cập nhật chủ đề,TopicServiceImplTest,updateTopic_Fail_ThrowsWhenTopicMissing,Đảm bảo báo lỗi khi cập nhật topic không tồn tại.,"Current user ADMIN; topicRepository.findByTopicIdAndIsDeleted(999,false)=Optional.empty().",Ném AppException; topicRepository.save() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho topic not found.
HT_CD_18,Cập nhật chủ đề,TopicServiceImplTest,updateTopic_Fail_ThrowsWhenCurrentUserIsNotAdmin,Đảm bảo chỉ Admin được cập nhật chủ đề.,Current user TEACHER; topic id=20 tồn tại; request đổi tên topic.,Ném AppException; topicRepository.save() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho phân quyền update topic.
HT_CD_19,Cập nhật chủ đề,TopicServiceImplTest,updateTopic_Fail_ThrowsWhenPrerequisiteIsItself,Đảm bảo topic không được chọn chính nó làm topic tiên quyết.,Current user ADMIN; topic id=20 tồn tại; request prerequisiteTopicId=20.,Ném AppException; topicRepository.save() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho self-prerequisite.
HT_CD_20,Cập nhật chủ đề,TopicServiceImplTest,updateTopic_Fail_ThrowsWhenPrerequisiteTopicMissing,Đảm bảo báo lỗi khi topic tiên quyết không tồn tại.,Current user ADMIN; topic id=20 tồn tại; prerequisiteTopicId=30 không có trong repository.,Ném AppException; topicRepository.save() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho prerequisite not found.
HT_CD_21,Xóa chủ đề,TopicServiceImplTest,deleteTopic_Success_SoftDeletesTopic,Đảm bảo Admin xóa mềm chủ đề thành công.,Current user ADMIN; topicStore có Topic id=20 isDeleted=false.,Topic được set isDeleted=true và lưu; mock repository tìm được topic với isDeleted=true.,Kết quả giống với mong đợi,Pass,Positive Test cho soft delete topic.
HT_CD_22,Xóa chủ đề,TopicServiceImplTest,deleteTopic_Fail_ThrowsWhenTopicMissing,Đảm bảo báo lỗi khi xóa topic không tồn tại.,"Current user ADMIN; topicRepository.findByTopicIdAndIsDeleted(999,false)=Optional.empty().",Ném AppException; topicRepository.save() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho topic not found khi xóa.
HT_CD_23,Xóa chủ đề,TopicServiceImplTest,deleteTopic_Fail_ThrowsWhenCurrentUserIsNotAdmin,Đảm bảo người không phải Admin không được xóa chủ đề.,Current user TEACHER; topic id=20 tồn tại.,Ném AppException; topic không bị đổi isDeleted; topicRepository.save() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho phân quyền delete topic.
HT_CD_24,Tìm kiếm chủ đề,TopicServiceImplTest,searchTopics_Success_WithSubjectIdAndKeyword,Đảm bảo tìm kiếm chủ đề theo subjectId và keyword thành công.,"subjectId=10 tồn tại; keyword='java'; repository trả PageImpl gồm Java Basic, Java OOP.","Trả ResponseListData có 2 TopicResponse; topicName đúng; gọi findTopicsBySubjectIdWithSearch(subjectId, keyword, pageable).",Kết quả giống với mong đợi,Pass,Positive Test cho search topic có filter.
HT_CD_25,Tìm kiếm chủ đề,TopicServiceImplTest,searchTopics_Success_WhenFiltersNull,Đảm bảo search topic hoạt động khi filters=null.,"BaseFilterSearchRequest có filters=null, pagination hợp lệ; repository trả PageImpl có Java Basic.","Trả ResponseListData khác null, có 1 TopicResponse; gọi findTopicsBySubjectIdWithSearch(null, null, pageable).",Kết quả giống với mong đợi,Pass,Positive Test cho search không filter.
HT_CD_26,Tìm kiếm chủ đề,TopicServiceImplTest,searchTopics_Fail_ThrowsWhenSubjectMissing,Đảm bảo search theo subjectId không tồn tại sẽ báo lỗi.,subjectId=10; subjectRepository.existsBySubjectIdAndIsDeletedIsFalse(10)=false.,Ném AppException; topicRepository.findTopicsBySubjectIdWithSearch() không được gọi.,Kết quả giống với mong đợi,Pass,Negative Test cho subject not found khi search.
